acno,sex,brth_dt,age,exec_dt,exec_amt,cur_bal,ovrd_dvcd,,CB,SP,R,PI,NPML,PIML,,연체금액
0037201901099327,F,19751214, 47 ,20211017," 45,000,000 "," 2,455,315 ",0,,1,2,5,2,5,5,,0
0037201901097472,F,19800901, 42 ,20200217," 5,000,000 "," 16,508,416 ",0,,2,5,5,2,5,1,,0
0037201901090004,M,19890216, 33 ,20190803," 10,000,000 "," 14,628,244 ",0,,4,3,4,1,2,4,,0
0037201901279153,F,19730806, 49 ,20200626," 40,000,000 "," 15,479,236 ",0,,2,5,2,4,1,3,,0
0037201901123203,F,19670710, 55 ,20190817," 10,000,000 "," 6,811,026 ",0,,2,3,1,5,5,3,,0
0037202001168334,F,19721230, 50 ,20201222," 30,000,000 "," 19,991,238 ",0,,2,3,5,3,4,4,,0
0037201901170327,M,19811222, 41 ,20190417," 45,000,000 "," 28,726,398 ",0,,3,3,3,5,2,1,,0
0037201901151229,M,19630317, 59 ,20190724," 10,000,000 "," 24,637,210 ",0,,3,3,3,5,3,1,,0
0037201901107965,M,19841206, 38 ,20201128," 45,000,000 "," 24,478,054 ",0,,3,2,4,1,3,4,,0
0037202001220169,F,19761014, 46 ,20210418," 5,000,000 "," 5,981,341 ",0,,1,2,3,1,1,3,,0
0037201901158041,M,19781005, 44 ,20190611," 30,000,000 "," 15,177,678 ",0,,4,2,3,1,2,3,,0
0037202001272045,F,19671014, 55 ,20210110," 25,000,000 "," 1,584,940 ",0,,3,2,5,4,3,2,,0
0037202001055800,F,19870226, 35 ,20200502," 45,000,000 "," 16,353,857 ",0,,5,1,2,5,1,4,,0
0037201901143254,M,19590524, 63 ,20200307," 40,000,000 "," 25,921,152 ",0,,1,1,5,2,2,3,,0
0037201901266254,M,19851017, 37 ,20200130," 5,000,000 "," 28,735,692 ",0,,5,1,3,1,3,1,,0
0037202001237279,F,19790327, 43 ,20190210," 30,000,000 "," 18,199,423 ",0,,4,5,3,4,5,4,,0
0037201901182823,M,19890126, 33 ,20211001," 40,000,000 "," 3,475,707 ",0,,2,5,3,4,5,2,,0
0037202001245387,F,19760729, 46 ,20200816," 10,000,000 "," 17,007,918 ",0,,2,5,2,1,3,2,,0
0037201901297494,M,19700702, 52 ,20210525," 25,000,000 "," 22,341,447 ",0,,3,3,4,2,2,4,,0
0037201901372571,F,19850409, 37 ,20201119," 30,000,000 "," 1,381,404 ",0,,1,3,5,3,5,1,,0
0037202001273990,F,19610129, 61 ,20190512," 10,000,000 "," 8,307,649 ",0,,2,3,3,5,5,5,,0
0037201901201703,F,19710316, 51 ,20200614," 10,000,000 "," 25,645,078 ",0,,4,4,4,2,4,3,,0
0037201901239753,M,19570213, 65 ,20190323," 45,000,000 "," 15,528,882 ",0,,1,3,3,5,2,4,,0
0037202001065263,M,19710325, 51 ,20190814," 3,000,000 "," 24,115,441 ",0,,1,2,4,4,4,5,,0
0037201901186728,M,19890916, 33 ,20190714," 10,000,000 "," 17,854,960 ",0,,5,1,1,1,3,3,,0
0037202001248791,F,19670307, 55 ,20190228," 20,000,000 "," 21,633,978 ",0,,3,3,3,4,5,2,,0
0037201901303255,M,19771204, 45 ,20211118," 50,000,000 "," 2,634,612 ",1,,10,9,9,6,6,9,,2634612
0037201901283089,F,19490903, 73 ,20200506," 40,000,000 "," 13,881,532 ",0,,4,4,1,1,5,4,,0
0037201901164679,M,19710512, 51 ,20190408," 10,000,000 "," 19,817,415 ",0,,3,3,3,4,1,3,,0
0037201901280972,M,19600203, 62 ,20190517," 1,500,000 "," 17,192,641 ",0,,5,4,1,4,4,1,,0
0037201901347606,F,19700627, 52 ,20210620," 40,000,000 "," 21,520,884 ",0,,3,4,3,5,4,2,,0
0037202001002712,M,19790801, 43 ,20191203," 3,000,000 "," 5,859,866 ",0,,3,5,5,4,2,2,,0
0037201901119512,F,19681025, 54 ,20200711," 5,000,000 "," 17,544,969 ",0,,2,2,5,1,3,2,,0
0037202001316076,F,19770925, 45 ,20210106," 3,000,000 "," 28,520,705 ",1,,10,7,7,8,10,6,,28520705
0037201901152450,M,19801005, 42 ,20210831," 5,000,000 "," 12,737,829 ",0,,4,3,5,3,5,2,,0
0037202001272881,F,19631102, 59 ,20190424," 10,000,000 "," 23,919,547 ",0,,2,3,1,2,5,1,,0
0037201901174582,M,19880828, 34 ,20190103," 5,000,000 "," 11,015,925 ",0,,3,3,2,2,5,2,,0
0037201901098186,M,19800713, 42 ,20210320," 1,500,000 "," 27,845,902 ",0,,5,3,5,4,4,4,,0
0037202001191462,M,19711225, 51 ,20191218," 20,000,000 "," 6,238,783 ",0,,5,5,2,5,4,2,,0
0037201901483094,M,19720709, 50 ,20211001," 3,000,000 "," 6,136,107 ",0,,2,1,2,4,5,1,,0
0037202001172903,M,19860220, 36 ,20210620," 45,000,000 "," 16,379,531 ",0,,1,2,4,3,5,2,,0
0037201901269065,F,19570522, 65 ,20191013," 30,000,000 "," 21,123,721 ",0,,5,2,2,4,3,2,,0
0037202001179019,F,19771130, 45 ,20191007," 30,000,000 "," 2,503,754 ",0,,1,2,4,3,1,2,,0
0037201901489443,M,19750814, 47 ,20210416," 10,000,000 "," 18,317,390 ",0,,4,3,1,1,3,2,,0
0037201901158600,M,19690626, 53 ,20200707," 5,000,000 "," 28,488,657 ",0,,1,2,3,2,3,2,,0
0037202001137899,M,19710526, 51 ,20191227," 10,000,000 "," 16,998,176 ",1,,10,6,8,10,8,6,,16998176
0037202001252012,M,19620103, 60 ,20200330," 30,000,000 "," 21,536,399 ",0,,5,2,1,1,5,1,,0
0037201901163692,M,19900831, 32 ,20191106," 25,000,000 "," 9,708,764 ",0,,5,1,4,3,2,5,,0
0037202001272161,F,19960202, 26 ,20191229," 45,000,000 "," 19,740,497 ",0,,4,5,3,5,3,2,,0
0037202001136856,F,19731115, 49 ,20210118," 10,000,000 "," 19,814,166 ",0,,2,3,1,4,1,5,,0
0037202001293046,F,19620607, 60 ,20200421," 40,000,000 "," 20,897,962 ",0,,2,3,3,3,3,2,,0
0037201901222829,M,19570313, 65 ,20200506," 10,000,000 "," 17,031,841 ",0,,3,1,5,5,1,1,,0
0037201901094980,F,19891014, 33 ,20210910," 50,000,000 "," 5,786,171 ",1,,9,10,10,6,6,10,,5786171
0037201901343420,M,19881015, 34 ,20190223," 25,000,000 "," 9,232,869 ",0,,1,4,1,5,1,3,,0
0037201901210656,M,19920525, 30 ,20200814," 45,000,000 "," 19,726,188 ",0,,2,4,3,2,1,4,,0
0037201901194664,M,19881121, 34 ,20211108," 5,000,000 "," 14,360,308 ",0,,4,3,4,3,2,4,,0
0037201901104152,M,19681213, 54 ,20210201," 40,000,000 "," 19,170,070 ",0,,1,4,5,2,4,3,,0
0037201901384091,F,19940629, 28 ,20201129," 10,000,000 "," 4,249,504 ",0,,2,3,5,3,5,3,,0
0037201901339450,F,19640430, 58 ,20211008," 1,500,000 "," 10,566,469 ",0,,5,5,4,3,1,3,,0
0037201901090275,F,19820321, 40 ,20201215," 50,000,000 "," 12,373,218 ",0,,2,1,1,4,4,4,,0
0037201901256275,F,19960127, 26 ,20190805," 50,000,000 "," 3,249,772 ",0,,3,2,5,1,3,3,,0
0037202001112822,M,19760215, 46 ,20210111," 20,000,000 "," 10,222,251 ",0,,4,4,2,5,2,3,,0
0037201901192213,M,19711217, 51 ,20211201," 25,000,000 "," 7,893,323 ",1,,6,9,7,6,6,9,,7893323
0037202001300154,M,19781129, 44 ,20200114," 40,000,000 "," 17,588,776 ",0,,2,3,1,2,4,3,,0
0037202001111662,F,19860222, 36 ,20211128," 50,000,000 "," 20,457,182 ",0,,2,5,3,5,4,3,,0
0037201901443485,M,19680815, 54 ,20210213," 30,000,000 "," 3,079,233 ",0,,5,1,4,4,5,4,,0
0037202001049432,M,19640710, 58 ,20211222," 50,000,000 "," 13,871,211 ",0,,2,1,2,3,5,4,,0
0037201901172370,F,19770202, 45 ,20210605," 5,000,000 "," 9,320,249 ",0,,1,4,1,1,1,2,,0
0037201901092444,F,19590827, 63 ,20190608," 40,000,000 "," 12,811,743 ",0,,4,1,4,4,4,1,,0
0037202001273575,F,19791221, 43 ,20191030," 25,000,000 "," 23,117,843 ",0,,3,5,1,2,2,5,,0
0037201901483260,M,19760717, 46 ,20211107," 3,000,000 "," 10,790,642 ",0,,1,3,5,1,4,1,,0
0037202001092523,M,19791110, 43 ,20200615," 3,000,000 "," 6,720,093 ",0,,2,5,5,4,3,4,,0
0037202001235689,M,19920917, 30 ,20191213," 1,500,000 "," 5,824,526 ",0,,4,4,3,3,4,1,,0
0037202001219691,F,19730720, 49 ,20211222," 5,000,000 "," 11,628,634 ",0,,2,4,3,4,2,2,,0
0037202001147930,M,19741127, 48 ,20200903," 45,000,000 "," 14,265,616 ",0,,1,4,2,5,1,5,,0
0037202001096104,M,19791103, 43 ,20190323," 25,000,000 "," 4,450,534 ",0,,2,5,4,1,3,1,,0
0037202001272637,M,19580130, 64 ,20200502," 20,000,000 "," 3,156,133 ",0,,5,4,3,1,2,5,,0
0037202001247677,F,19700806, 52 ,20190618," 40,000,000 "," 20,165,788 ",0,,1,4,1,5,3,2,,0
0037201901142517,M,19741005, 48 ,20210518," 40,000,000 "," 23,909,775 ",0,,5,3,4,3,1,5,,0
0037201901110508,F,19721122, 50 ,20210930," 1,500,000 "," 18,538,190 ",0,,3,3,1,3,5,1,,0
0037201901379186,F,19660915, 56 ,20190122," 3,000,000 "," 26,666,056 ",0,,1,1,3,1,4,2,,0
0037201901122549,M,19780907, 44 ,20190323," 5,000,000 "," 16,066,880 ",0,,1,1,1,3,5,2,,0
0037201901292075,M,19731114, 49 ,20210624," 50,000,000 "," 6,471,817 ",0,,4,1,2,1,4,3,,0
0037202001115577,M,19731211, 49 ,20210829," 30,000,000 "," 24,639,342 ",0,,2,5,5,3,5,1,,0
0037201901416055,M,19950228, 27 ,20211209," 5,000,000 "," 11,060,493 ",0,,5,2,4,1,4,4,,0
0037202001092149,M,19860122, 36 ,20200319," 40,000,000 "," 13,256,042 ",0,,2,2,3,1,1,3,,0
0037202001173041,F,19770420, 45 ,20201123," 5,000,000 "," 17,628,415 ",0,,2,1,4,2,1,5,,0
0037201901153304,M,19810626, 41 ,20190117," 30,000,000 "," 11,508,680 ",0,,2,3,5,5,5,2,,0
0037202001086213,M,19690424, 53 ,20190426," 30,000,000 "," 2,283,779 ",0,,2,4,5,2,2,2,,0
0037201901219743,F,19881130, 34 ,20210813," 10,000,000 "," 22,829,354 ",0,,3,3,4,4,5,1,,0
0037201901317804,M,19890703, 33 ,20190330," 45,000,000 "," 28,379,014 ",0,,2,5,5,4,2,4,,0
0037201901324953,F,19710903, 51 ,20191107," 5,000,000 "," 15,871,220 ",0,,5,5,2,5,5,5,,0
0037202001120491,M,19571226, 65 ,20210825," 30,000,000 "," 13,947,420 ",0,,2,4,3,2,5,2,,0
0037202001172458,M,19680908, 54 ,20190823," 10,000,000 "," 15,064,040 ",0,,2,4,4,3,2,3,,0
0037202001205760,M,19670114, 55 ,20190509," 3,000,000 "," 11,137,900 ",0,,1,4,4,1,2,5,,0
0037202001110588,F,19711230, 51 ,20200711," 50,000,000 "," 29,274,163 ",0,,1,3,3,2,2,4,,0
0037202001304451,F,19960807, 26 ,20190919," 50,000,000 "," 2,681,095 ",0,,2,1,2,1,3,4,,0
0037202001281223,F,19840726, 38 ,20190519," 25,000,000 "," 5,221,650 ",0,,2,5,3,3,4,1,,0
0037202001177303,M,19710220, 51 ,20190111," 25,000,000 "," 4,917,380 ",0,,1,4,4,5,1,2,,0
0037201901194916,M,19821010, 40 ,20200908," 10,000,000 "," 24,951,966 ",0,,4,4,5,4,3,5,,0
0037201901144914,M,19670612, 55 ,20210829," 1,500,000 "," 23,398,592 ",0,,1,1,3,5,5,4,,0
0037202001085655,M,19620315, 60 ,20190130," 30,000,000 "," 6,867,542 ",0,,5,5,4,5,2,4,,0
0037201901354630,F,19681007, 54 ,20200601," 25,000,000 "," 5,807,131 ",0,,2,1,1,1,1,1,,0
0037202001280206,M,19760127, 46 ,20201219," 5,000,000 "," 23,212,220 ",0,,4,4,2,3,5,5,,0
0037202001306121,M,19621229, 60 ,20210304," 30,000,000 "," 27,626,974 ",0,,5,2,4,4,2,5,,0
0037201901118263,M,19700704, 52 ,20210904," 25,000,000 "," 5,176,126 ",0,,4,5,4,5,4,3,,0
0037201901143017,F,19880627, 34 ,20210804," 45,000,000 "," 12,572,410 ",0,,3,3,1,5,4,5,,0
0037201901238509,M,19891022, 33 ,20210701," 1,500,000 "," 15,639,327 ",0,,5,1,2,4,4,4,,0
0037202001062232,F,19780118, 44 ,20210331," 50,000,000 "," 9,300,216 ",0,,5,1,4,4,4,3,,0
0037201901365739,F,19810608, 41 ,20190204," 25,000,000 "," 16,090,515 ",0,,4,3,5,1,2,4,,0
0037201901149077,M,19670815, 55 ,20190306," 10,000,000 "," 22,664,928 ",1,,9,8,7,10,8,10,,22664928
0037201901385422,F,19640104, 58 ,20200517," 40,000,000 "," 8,031,272 ",0,,4,2,2,3,1,1,,0
0037201901268593,M,19691018, 53 ,20191127," 20,000,000 "," 7,200,042 ",0,,4,3,1,5,2,5,,0
0037201901147827,M,19801025, 42 ,20190904," 10,000,000 "," 6,021,015 ",0,,2,3,3,5,1,1,,0
0037201901350054,M,19730212, 49 ,20190501," 45,000,000 "," 19,283,326 ",0,,5,3,5,2,4,4,,0
0037202001067460,F,19760526, 46 ,20190310," 1,500,000 "," 18,692,896 ",0,,5,1,4,3,1,5,,0
0037202001015617,M,19810224, 41 ,20200617," 25,000,000 "," 16,399,751 ",0,,5,1,1,2,5,3,,0
0037201901448295,M,19850519, 37 ,20201010," 10,000,000 "," 13,561,228 ",0,,1,5,3,2,3,5,,0
0037202001033685,M,19740729, 48 ,20201220," 10,000,000 "," 22,175,207 ",0,,4,2,1,5,3,4,,0
0037201901095922,F,19860209, 36 ,20210611," 25,000,000 "," 16,995,231 ",0,,1,2,1,5,2,4,,0
0037202001216892,F,19730425, 49 ,20190707," 10,000,000 "," 8,589,688 ",0,,1,2,3,1,1,1,,0
0037201901374287,M,19590619, 63 ,20200117," 45,000,000 "," 16,964,154 ",0,,3,1,1,4,2,1,,0
0037201901455869,F,19800201, 42 ,20190302," 5,000,000 "," 6,306,707 ",0,,4,4,4,2,1,5,,0
0037201901242322,M,19781120, 44 ,20210610," 45,000,000 "," 19,772,921 ",0,,4,2,3,4,5,3,,0
0037202001146344,F,19650324, 57 ,20211008," 1,500,000 "," 5,830,461 ",0,,1,1,5,3,2,5,,0
0037201901291695,F,19700220, 52 ,20190929," 10,000,000 "," 26,864,639 ",0,,1,4,2,1,2,2,,0
0037202001067230,F,19801205, 42 ,20191114," 1,500,000 "," 11,648,719 ",0,,3,2,1,4,4,3,,0
0037201901153125,F,19770415, 45 ,20200203," 3,000,000 "," 14,129,833 ",0,,4,3,5,1,5,1,,0
0037201901101072,M,19580815, 64 ,20190115," 50,000,000 "," 26,991,641 ",0,,4,5,1,2,3,1,,0
0037201901104695,M,19740626, 48 ,20190520," 3,000,000 "," 17,696,056 ",0,,4,1,3,2,1,1,,0
0037201901099682,F,19800405, 42 ,20201024," 40,000,000 "," 24,107,367 ",0,,3,2,4,1,5,3,,0
0037201901270056,F,19831025, 39 ,20200321," 25,000,000 "," 9,241,966 ",0,,3,5,3,2,2,4,,0
0037202001034446,M,19790610, 43 ,20210411," 40,000,000 "," 8,502,732 ",0,,4,1,1,5,5,5,,0
0037202001262427,F,19821006, 40 ,20191210," 3,000,000 "," 8,656,480 ",0,,1,5,4,1,2,1,,0
0037201901344111,F,19681013, 54 ,20191005," 45,000,000 "," 3,023,139 ",0,,4,2,3,4,4,2,,0
0037201901376799,M,19701008, 52 ,20190718," 5,000,000 "," 24,418,312 ",0,,2,4,2,5,5,5,,0
0037201901462679,M,19780907, 44 ,20210326," 30,000,000 "," 9,006,697 ",0,,1,1,1,2,1,3,,0
0037202001161601,M,19620920, 60 ,20190413," 1,500,000 "," 6,357,957 ",0,,1,4,5,5,5,5,,0
0037201901123654,M,19750806, 47 ,20201018," 40,000,000 "," 27,030,889 ",0,,5,1,5,1,1,1,,0
0037202001053810,M,19900412, 32 ,20200120," 45,000,000 "," 16,759,495 ",0,,1,1,3,5,3,3,,0
0037201901366379,M,19670601, 55 ,20190417," 10,000,000 "," 27,632,960 ",0,,4,4,5,5,3,5,,0
0037201901406056,F,19901012, 32 ,20210402," 5,000,000 "," 10,638,804 ",0,,2,5,2,4,5,5,,0
0037201901191533,M,19710603, 51 ,20191207," 20,000,000 "," 15,411,645 ",0,,3,4,3,5,5,3,,0
0037202001293455,M,19600810, 62 ,20201122," 20,000,000 "," 25,723,657 ",0,,2,1,1,1,3,4,,0
0037202001285874,M,19620922, 60 ,20211024," 3,000,000 "," 19,497,012 ",0,,4,4,3,3,5,2,,0
0037201901200308,F,19901101, 32 ,20210129," 10,000,000 "," 28,603,443 ",0,,5,2,4,3,4,3,,0
0037201901090561,M,19620615, 60 ,20210608," 40,000,000 "," 17,299,728 ",0,,1,3,2,1,1,2,,0
0037201901347531,M,19730607, 49 ,20200619," 40,000,000 "," 20,434,979 ",0,,3,2,5,1,5,5,,0
0037201901118454,M,19590626, 63 ,20200501," 25,000,000 "," 17,165,430 ",0,,1,4,4,1,3,4,,0
0037201901099642,M,19790609, 43 ,20191019," 40,000,000 "," 8,133,131 ",0,,4,3,2,1,3,2,,0
0037202001097847,M,19651125, 57 ,20210108," 1,500,000 "," 28,645,025 ",0,,2,2,4,5,2,2,,0
0037201901275656,M,19780321, 44 ,20210407," 40,000,000 "," 19,893,659 ",0,,3,3,3,4,2,2,,0
0037201901113908,M,19721203, 50 ,20190127," 25,000,000 "," 5,711,429 ",0,,5,2,3,3,2,1,,0
0037201901128071,M,19730627, 49 ,20190905," 20,000,000 "," 4,610,951 ",0,,3,4,1,1,1,4,,0
0037201901145883,M,19701216, 52 ,20211004," 3,000,000 "," 24,654,322 ",0,,1,1,1,1,4,1,,0
0037201901403270,M,19590606, 63 ,20201102," 50,000,000 "," 21,889,776 ",0,,2,4,3,1,2,1,,0
0037201901097004,F,19740907, 48 ,20200816," 30,000,000 "," 15,102,990 ",0,,1,1,3,4,2,2,,0
0037201901127138,M,19640530, 58 ,20200425," 45,000,000 "," 9,712,924 ",0,,4,2,4,5,1,3,,0
0037202001143738,F,19781128, 44 ,20210927," 30,000,000 "," 11,481,014 ",0,,5,4,5,3,1,4,,0
0037201901127637,M,19830201, 39 ,20201106," 50,000,000 "," 13,889,456 ",1,,6,8,9,6,10,9,,13889456
0037202001092641,F,19600204, 62 ,20211028," 25,000,000 "," 9,830,583 ",0,,4,5,2,2,3,4,,0
0037202001264448,F,19870513, 35 ,20211231," 20,000,000 "," 21,746,754 ",0,,2,4,4,3,3,4,,0
0037201901310109,F,19810202, 41 ,20211115," 20,000,000 "," 17,040,480 ",0,,2,3,2,4,1,3,,0
0037202001314423,M,19710324, 51 ,20210802," 20,000,000 "," 28,690,063 ",0,,5,4,5,5,4,5,,0
0037201901358656,M,19551009, 67 ,20200925," 45,000,000 "," 11,456,708 ",0,,5,2,2,5,1,4,,0
0037201901124871,F,19970713, 25 ,20210302," 10,000,000 "," 26,866,086 ",0,,1,5,2,4,3,5,,0
0037201901156840,F,19821004, 40 ,20190520," 1,500,000 "," 17,658,326 ",0,,3,5,2,4,3,1,,0
0037202001057371,M,19760812, 46 ,20200404," 20,000,000 "," 17,214,177 ",0,,5,5,5,2,3,5,,0
0037201901140860,M,19820708, 40 ,20200119," 30,000,000 "," 18,999,058 ",0,,2,5,2,5,5,4,,0
0037201901301440,M,19740223, 48 ,20190731," 3,000,000 "," 15,926,411 ",0,,2,4,5,3,2,2,,0
0037201901112199,F,19820702, 40 ,20210707," 25,000,000 "," 6,093,360 ",1,,8,10,9,6,6,6,,6093360
0037201901432668,F,19750604, 47 ,20210306," 30,000,000 "," 12,874,646 ",0,,1,3,5,4,4,5,,0
0037202001095303,M,19620515, 60 ,20190701," 5,000,000 "," 25,005,100 ",1,,8,6,9,9,7,9,,25005100
0037201901101461,M,19900228, 32 ,20200715," 50,000,000 "," 25,312,277 ",0,,5,4,4,4,4,2,,0
0037201901266264,M,19700429, 52 ,20200425," 10,000,000 "," 12,475,318 ",0,,5,2,4,5,2,4,,0
0037201901153454,M,19640218, 58 ,20200511," 25,000,000 "," 16,588,277 ",0,,2,1,4,4,3,5,,0
0037202001076965,M,19820110, 40 ,20201217," 25,000,000 "," 22,994,650 ",0,,4,5,1,3,2,5,,0
0037201901419875,M,19740130, 48 ,20200830," 1,500,000 "," 17,377,480 ",0,,2,4,5,4,2,1,,0
0037201901415260,F,19751222, 47 ,20210507," 20,000,000 "," 11,913,240 ",0,,4,5,3,5,1,2,,0
0037202001078761,F,19740818, 48 ,20190301," 50,000,000 "," 3,031,061 ",1,,6,6,8,10,7,10,,3031061
0037202001092736,M,19680725, 54 ,20200115," 50,000,000 "," 21,305,548 ",0,,2,2,1,2,1,4,,0
0037202001164029,M,19680419, 54 ,20190322," 10,000,000 "," 22,130,806 ",1,,10,8,7,8,10,8,,22130806
0037201901400033,F,19720929, 50 ,20200130," 40,000,000 "," 2,137,741 ",0,,2,5,5,4,1,5,,0
0037201901207111,F,19610907, 61 ,20210516," 1,500,000 "," 9,154,816 ",0,,5,1,3,5,2,2,,0
0037201901195560,M,19670204, 55 ,20211122," 40,000,000 "," 11,043,697 ",0,,2,1,1,4,1,5,,0
0037202001121209,M,19670714, 55 ,20190115," 3,000,000 "," 5,968,540 ",0,,3,4,2,4,3,1,,0
0037202001236997,F,19651026, 57 ,20210414," 40,000,000 "," 29,834,543 ",0,,2,1,2,2,3,1,,0
0037201901103296,M,19730721, 49 ,20210811," 5,000,000 "," 17,923,226 ",0,,1,1,2,4,5,3,,0
0037202001277518,M,19640217, 58 ,20210804," 25,000,000 "," 11,627,310 ",0,,2,1,3,5,3,1,,0
0037201901159774,M,19810726, 41 ,20190206," 30,000,000 "," 1,978,856 ",0,,5,4,3,1,4,4,,0
0037201901359725,M,19861105, 36 ,20200929," 50,000,000 "," 18,153,472 ",0,,5,3,5,2,4,1,,0
0037201901139444,F,19650525, 57 ,20190129," 25,000,000 "," 23,822,979 ",0,,4,2,3,4,3,3,,0
0037202001012482,F,19730318, 49 ,20210806," 45,000,000 "," 17,281,890 ",0,,5,1,5,2,5,2,,0
0037201901135168,M,19651011, 57 ,20201219," 1,500,000 "," 19,739,365 ",0,,5,4,2,1,1,1,,0
0037201901400641,F,19670315, 55 ,20200311," 30,000,000 "," 29,686,561 ",0,,5,4,2,5,4,2,,0
0037201901396573,F,19700415, 52 ,20190110," 50,000,000 "," 13,544,690 ",0,,1,1,4,3,1,3,,0
0037201901109006,M,19630821, 59 ,20210421," 10,000,000 "," 23,425,602 ",1,,9,7,7,7,9,10,,23425602
0037202001184468,M,19690307, 53 ,20200313," 40,000,000 "," 28,022,943 ",0,,2,4,5,1,4,2,,0
0037202001288163,M,19661205, 56 ,20200911," 1,500,000 "," 22,645,884 ",0,,1,4,2,4,1,1,,0
0037201901143005,F,19750716, 47 ,20211026," 1,500,000 "," 19,602,227 ",0,,3,3,1,4,1,1,,0
0037201901166465,M,19740413, 48 ,20200112," 20,000,000 "," 3,793,467 ",1,,9,10,9,6,9,8,,3793467
0037201901093824,M,19860527, 36 ,20191225," 1,500,000 "," 4,824,219 ",0,,4,4,1,3,2,1,,0
0037201901323466,F,19740219, 48 ,20190108," 1,500,000 "," 20,773,129 ",0,,5,3,5,4,4,5,,0
0037202001157355,M,19551128, 67 ,20200727," 50,000,000 "," 9,598,341 ",0,,1,1,4,3,4,4,,0
0037201901096190,M,19640101, 58 ,20200625," 20,000,000 "," 4,688,280 ",0,,4,2,3,2,3,2,,0
0037201901378658,M,19740207, 48 ,20190516," 50,000,000 "," 17,000,909 ",0,,1,5,2,1,5,3,,0
0037202001280701,F,19970722, 25 ,20200829," 10,000,000 "," 11,649,613 ",0,,3,4,3,5,4,3,,0
0037201901382406,F,19880330, 34 ,20210128," 5,000,000 "," 7,404,832 ",0,,2,1,5,2,1,4,,0
0037201901200380,M,19660423, 56 ,20191230," 50,000,000 "," 9,024,050 ",0,,5,2,4,3,4,5,,0
0037202001108079,M,19620318, 60 ,20190303," 30,000,000 "," 25,914,677 ",0,,3,1,5,4,3,4,,0
0037201901108946,M,19650824, 57 ,20201231," 40,000,000 "," 4,832,249 ",0,,4,3,4,4,5,2,,0
0037202001224391,M,19800320, 42 ,20190716," 25,000,000 "," 14,747,674 ",0,,4,1,1,1,3,5,,0
0037202001024986,M,19770708, 45 ,20201120," 30,000,000 "," 5,316,972 ",0,,1,5,5,1,1,4,,0
0037202001231097,M,19671011, 55 ,20201128," 1,500,000 "," 6,006,024 ",0,,1,4,3,4,5,5,,0
0037201901162906,F,19651007, 57 ,20210101," 5,000,000 "," 20,461,030 ",0,,1,3,2,5,3,1,,0
0037201901364965,M,19710303, 51 ,20200826," 40,000,000 "," 17,238,291 ",0,,1,5,2,4,4,4,,0
0037201901350916,M,19770924, 45 ,20200421," 30,000,000 "," 12,543,724 ",0,,5,5,5,1,2,3,,0
0037201901298836,M,19790113, 43 ,20210831," 3,000,000 "," 8,771,427 ",1,,8,7,7,10,9,7,,8771427
0037201901093547,M,19990521, 23 ,20210802," 1,500,000 "," 2,555,787 ",0,,1,1,2,2,5,2,,0
0037201901110006,M,19671025, 55 ,20210103," 30,000,000 "," 21,539,100 ",1,,6,6,10,7,7,10,,21539100
0037201901110465,M,19900911, 32 ,20191118," 10,000,000 "," 21,369,997 ",1,,6,10,10,7,8,8,,21369997
0037201901174009,M,19610220, 61 ,20211001," 1,500,000 "," 22,572,244 ",0,,3,2,4,4,1,1,,0
0037201901296756,M,19720216, 50 ,20190524," 50,000,000 "," 3,656,766 ",0,,3,5,2,3,5,4,,0
0037202001048215,F,19950612, 27 ,20191220," 25,000,000 "," 29,767,371 ",0,,2,1,3,4,5,2,,0
0037201901420800,F,19590105, 63 ,20190202," 40,000,000 "," 11,987,237 ",0,,3,4,1,2,4,1,,0
0037202001091881,M,19830210, 39 ,20211129," 25,000,000 "," 2,963,947 ",0,,3,2,1,5,1,5,,0
0037201901303775,M,19751214, 47 ,20211102," 40,000,000 "," 19,373,355 ",0,,5,5,5,2,4,2,,0
0037201901100737,M,19800628, 42 ,20210721," 30,000,000 "," 18,400,244 ",0,,5,5,4,1,5,3,,0
0037202001198393,M,19790620, 43 ,20211230," 45,000,000 "," 21,301,065 ",0,,5,2,1,4,2,2,,0
0037202001094876,M,19930425, 29 ,20210731," 5,000,000 "," 5,855,461 ",0,,2,3,2,5,4,1,,0
0037201901361860,F,19670514, 55 ,20190217," 40,000,000 "," 29,385,302 ",0,,4,3,4,1,3,2,,0
0037202001293923,F,19680205, 54 ,20190205," 40,000,000 "," 6,836,687 ",0,,1,2,2,3,5,2,,0
0037201901305160,M,19740311, 48 ,20190224," 3,000,000 "," 4,069,657 ",0,,2,2,5,5,1,1,,0
0037202001171331,M,19740320, 48 ,20190215," 45,000,000 "," 23,713,261 ",0,,3,3,1,4,3,5,,0
0037201901142274,M,19621108, 60 ,20200724," 3,000,000 "," 5,863,428 ",0,,3,2,2,5,3,1,,0
0037201901091498,M,19950325, 27 ,20190208," 50,000,000 "," 5,780,439 ",1,,6,9,7,6,7,7,,5780439
0037201901300453,F,19701109, 52 ,20210602," 40,000,000 "," 29,227,181 ",0,,4,5,4,5,3,3,,0
0037202001023975,M,19560707, 66 ,20190514," 1,500,000 "," 5,491,921 ",0,,3,4,2,3,2,2,,0
0037201901170498,F,19810306, 41 ,20211129," 50,000,000 "," 27,151,438 ",0,,4,5,1,5,1,3,,0
